GeoFips,GeoName,LineCode,Description,2015
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",2,  RPPs: Goods,95.4
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,78.7
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",4,  RPPs: Services: Other,89.7
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",1,RPPs: All items,93.5
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",2,  RPPs: Goods,98.7
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,85.4
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.8
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",1,RPPs: All items,93.5
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,96.8
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,87.8
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",1,RPPs: All items,100.2
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,96.3
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,104.9
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Other,102.6
17860,"Columbia, MO (Metropolitan Statistical Area)",1,RPPs: All items,92.2
17860,"Columbia, MO (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
17860,"Columbia, MO (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,79.6
17860,"Columbia, MO (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
17900,"Columbia, SC (Metropolitan Statistical Area)",1,RPPs: All items,91.7
17900,"Columbia, SC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.9
17900,"Columbia, SC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,79.8
17900,"Columbia, SC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1,RPPs: All items,89.4
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2,  RPPs: Goods,97.3
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,72.1
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
18020,"Columbus, IN (Metropolitan Statistical Area)",1,RPPs: All items,87.7
18020,"Columbus, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,92.6
18020,"Columbus, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,77.8
18020,"Columbus, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,89.6
18140,"Columbus, OH (Metropolitan Statistical Area)",1,RPPs: All items,93.1
18140,"Columbus, OH (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
18140,"Columbus, OH (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,83.6
18140,"Columbus, OH (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.5
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1,RPPs: All items,93.4
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,97.2
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,85.7
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
18700,"Corvallis, OR (Metropolitan Statistical Area)",1,RPPs: All items,99.2
18700,"Corvallis, OR (Metropolitan Statistical Area)",2,  RPPs: Goods,98.7
18700,"Corvallis, OR (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,108.1
18700,"Corvallis, OR (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.8
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1,RPPs: All items,95.1
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,94.9
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,97.2
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94.2
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1,RPPs: All items,87.7
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,63.6
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1,RPPs: All items,100
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,97.8
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,101.6
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,101.8
19140,"Dalton, GA (Metropolitan Statistical Area)",1,RPPs: All items,84.2
19140,"Dalton, GA (Metropolitan Statistical Area)",2,  RPPs: Goods,91.5
19140,"Dalton, GA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,67
19140,"Dalton, GA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
19180,"Danville, IL (Metropolitan Statistical Area)",1,RPPs: All items,81.2
19180,"Danville, IL (Metropolitan Statistical Area)",2,  RPPs: Goods,92.6
19180,"Danville, IL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,58.2
19180,"Danville, IL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,89.6
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1,RPPs: All items,91.2
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,80.2
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1,RPPs: All items,90.5
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2,  RPPs: Goods,97.6
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,72.3
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.6
19380,"Dayton, OH (Metropolitan Statistical Area)",1,RPPs: All items,90.5
19380,"Dayton, OH (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
19380,"Dayton, OH (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,72.9
19380,"Dayton, OH (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
19460,"Decatur, AL (Metropolitan Statistical Area)",1,RPPs: All items,86.5
19460,"Decatur, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
19460,"Decatur, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,57
19460,"Decatur, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
19500,"Decatur, IL (Metropolitan Statistical Area)",1,RPPs: All items,87.6
19500,"Decatur, IL (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
19500,"Decatur, IL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,61
19500,"Decatur, IL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",1,RPPs: All items,95.5
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,94.8
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",1,RPPs: All items,106
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,101.5
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,122.4
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Other,101.1
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1,RPPs: All items,95
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2,  RPPs: Goods,97.6
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,91.6
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.6
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,RPPs: All items,96.6
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,98.8
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,87.2
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,99.6
20020,"Dothan, AL (Metropolitan Statistical Area)",1,RPPs: All items,84.9
20020,"Dothan, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.2
20020,"Dothan, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,57.5
20020,"Dothan, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
20100,"Dover, DE (Metropolitan Statistical Area)",1,RPPs: All items,94.2
20100,"Dover, DE (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
20100,"Dover, DE (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,89.3
20100,"Dover, DE (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
20220,"Dubuque, IA (Metropolitan Statistical Area)",1,RPPs: All items,92.3
20220,"Dubuque, IA (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
20220,"Dubuque, IA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,79.9
20220,"Dubuque, IA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",1,RPPs: All items,90.8
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2,  RPPs: Goods,97.3
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,76.4
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.4
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1,RPPs: All items,95.3
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,97.2
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,93.8
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",1,RPPs: All items,98.9
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,98
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,101.1
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,98.6
20740,"Eau Claire, WI (Metropolitan Statistical Area)",1,RPPs: All items,91.7
20740,"Eau Claire, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
20740,"Eau Claire, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,76.8
20740,"Eau Claire, WI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
20940,"El Centro, CA (Metropolitan Statistical Area)",1,RPPs: All items,89.6
20940,"El Centro, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,98.7
20940,"El Centro, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,73
20940,"El Centro, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.8
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1,RPPs: All items,86.1
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2,  RPPs: Goods,91.5
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,73.9
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1,RPPs: All items,90.9
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,74.6
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
21300,"Elmira, NY (Metropolitan Statistical Area)",1,RPPs: All items,94.6
21300,"Elmira, NY (Metropolitan Statistical Area)",2,  RPPs: Goods,98
21300,"Elmira, NY (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,82.3
21300,"Elmira, NY (Metropolitan Statistical Area)",4,  RPPs: Services: Other,98.6
21340,"El Paso, TX (Metropolitan Statistical Area)",1,RPPs: All items,89.3
21340,"El Paso, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
21340,"El Paso, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,73.2
21340,"El Paso, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
21420,"Enid, OK (Metropolitan Statistical Area)1/",1,RPPs: All items,90
21420,"Enid, OK (Metropolitan Statistical Area)1/",2,  RPPs: Goods,97.4
21420,"Enid, OK (Metropolitan Statistical Area)1/",3,  RPPs: Services: Rents,70.4
21420,"Enid, OK (Metropolitan Statistical Area)1/",4,  RPPs: Services: Other,93.9
21500,"Erie, PA (Metropolitan Statistical Area)",1,RPPs: All items,92.4
21500,"Erie, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,98
21500,"Erie, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,74
21500,"Erie, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,98.6
21660,"Eugene, OR (Metropolitan Statistical Area)",1,RPPs: All items,98.5
21660,"Eugene, OR (Metropolitan Statistical Area)",2,  RPPs: Goods,96.2
21660,"Eugene, OR (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,96.7
21660,"Eugene, OR (Metropolitan Statistical Area)",4,  RPPs: Services: Other,102.8
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",1,RPPs: All items,90
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,69.5
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
21820,"Fairbanks, AK (Metropolitan Statistical Area)",1,RPPs: All items,106.4
21820,"Fairbanks, AK (Metropolitan Statistical Area)",2,  RPPs: Goods,98.7
21820,"Fairbanks, AK (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,151.8
21820,"Fairbanks, AK (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.8
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",1,RPPs: All items,92.9
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,82
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
22140,"Farmington, NM (Metropolitan Statistical Area)",1,RPPs: All items,90.2
22140,"Farmington, NM (Metropolitan Statistical Area)",2,  RPPs: Goods,98.7
22140,"Farmington, NM (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,71.2
22140,"Farmington, NM (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.8
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,RPPs: All items,90.7
22180,"Fayetteville, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.9
22180,"Fayetteville, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,78.1
22180,"Fayetteville, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",1,RPPs: All items,89.8
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",2,  RPPs: Goods,97.2
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,70.8
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,RPPs: All items,98.6
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2,  RPPs: Goods,98.7
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,106.3
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.8
22420,"Flint, MI (Metropolitan Statistical Area)",1,RPPs: All items,91.5
22420,"Flint, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,98.8
22420,"Flint, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,67.7
22420,"Flint, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,99.6
22500,"Florence, SC (Metropolitan Statistical Area)",1,RPPs: All items,85.8
22500,"Florence, SC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.1
22500,"Florence, SC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,59.9
22500,"Florence, SC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,RPPs: All items,83.8
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,50.3
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,RPPs: All items,87.3
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,92.6
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,76.3
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,89.6
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1,RPPs: All items,102.2
22660,"Fort Collins, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,96.2
22660,"Fort Collins, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,116.1
22660,"Fort Collins, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Other,102.8
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,RPPs: All items,85.4
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2,  RPPs: Goods,96.8
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,58
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,RPPs: All items,90.1
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,69.7
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
23420,"Fresno, CA (Metropolitan Statistical Area)",1,RPPs: All items,97.2
23420,"Fresno, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,96.2
23420,"Fresno, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,90.9
23420,"Fresno, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,102.8
23460,"Gadsden, AL (Metropolitan Statistical Area)",1,RPPs: All items,84.5
23460,"Gadsden, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
23460,"Gadsden, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,53.8
23460,"Gadsden, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
23540,"Gainesville, FL (Metropolitan Statistical Area)",1,RPPs: All items,94.6
23540,"Gainesville, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,97.2
23540,"Gainesville, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,91.2
23540,"Gainesville, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
23580,"Gainesville, GA (Metropolitan Statistical Area)",1,RPPs: All items,89.2
23580,"Gainesville, GA (Metropolitan Statistical Area)",2,  RPPs: Goods,91.5
23580,"Gainesville, GA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,82
23580,"Gainesville, GA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1,RPPs: All items,95.8
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,98
23900,"Gettysburg, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,87.1
23900,"Gettysburg, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,98.6
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1,RPPs: All items,96.3
24020,"Glens Falls, NY (Metropolitan Statistical Area)",2,  RPPs: Goods,98
24020,"Glens Falls, NY (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,89.3
24020,"Glens Falls, NY (Metropolitan Statistical Area)",4,  RPPs: Services: Other,98.6
24140,"Goldsboro, NC (Metropolitan Statistical Area)",1,RPPs: All items,87.8
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
24140,"Goldsboro, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,64.6
24140,"Goldsboro, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1,RPPs: All items,94.1
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,87.3
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
24260,"Grand Island, NE (Metropolitan Statistical Area)",1,RPPs: All items,85.8
24260,"Grand Island, NE (Metropolitan Statistical Area)",2,  RPPs: Goods,92.6
24260,"Grand Island, NE (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,67.5
24260,"Grand Island, NE (Metropolitan Statistical Area)",4,  RPPs: Services: Other,89.7
24300,"Grand Junction, CO (Metropolitan Statistical Area)",1,RPPs: All items,94.4
24300,"Grand Junction, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,98.7
24300,"Grand Junction, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,89
24300,"Grand Junction, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.8
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",1,RPPs: All items,93.7
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,97.1
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,86.8
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.3
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1,RPPs: All items,93.9
24420,"Grants Pass, OR (Metropolitan Statistical Area)",2,  RPPs: Goods,98.7
24420,"Grants Pass, OR (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,87.2
24420,"Grants Pass, OR (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.8
24500,"Great Falls, MT (Metropolitan Statistical Area)",1,RPPs: All items,93.9
24500,"Great Falls, MT (Metropolitan Statistical Area)",2,  RPPs: Goods,96.2
24500,"Great Falls, MT (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,76.7
24500,"Great Falls, MT (Metropolitan Statistical Area)",4,  RPPs: Services: Other,102.8
24540,"Greeley, CO (Metropolitan Statistical Area)",1,RPPs: All items,99.7
24540,"Greeley, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,101.6
24540,"Greeley, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,94.8
24540,"Greeley, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Other,101.3
24580,"Green Bay, WI (Metropolitan Statistical Area)",1,RPPs: All items,91.6
24580,"Green Bay, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,97.1
24580,"Green Bay, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,78.1
24580,"Green Bay, WI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.2
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1,RPPs: All items,90
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,97
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,72.8
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
24780,"Greenville, NC (Metropolitan Statistical Area)",1,RPPs: All items,88.4
24780,"Greenville, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
24780,"Greenville, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,67.4
24780,"Greenville, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
24860,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",1,RPPs: All items,89.8
24860,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",2,  RPPs: Goods,97.2
24860,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,71.9
24860,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94
25060,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",1,RPPs: All items,89.5
25060,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",2,  RPPs: Goods,97.4
25060,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,73
25060,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1,RPPs: All items,100.6
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2,  RPPs: Goods,105.7
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,82.9
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",4,  RPPs: Services: Other,109.9
25220,"Hammond, LA (Metropolitan Statistical Area)",1,RPPs: All items,86.1
25220,"Hammond, LA (Metropolitan Statistical Area)",2,  RPPs: Goods,91.5
25220,"Hammond, LA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,72.4
25220,"Hammond, LA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.7
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1,RPPs: All items,92.7
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,98.7
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,82.4
